 4 January 2011   4:58:29.709 PM
 
CORDIC_PRB:
  FORTRAN90 version
  Test the CORDIC library.
 
TEST001:
  COSSIN_CORDIC computes the cosine and sine
  using the CORDIC algorithm.
 
          A        N      Cos(A)           Cos(A)           Difference
                          Tabulated        CORDIC
 
        2.0000    15    -2.1850399        -2.1850656        0.2578E-04
        2.0000    20    -2.1850399        -2.1850326       -0.7265E-05
        2.0000    25    -2.1850399        -2.1850398       -0.3703E-07
 
        3.0000     0   -0.14254654         0.0000000       -0.1425E+00
        3.0000     5   -0.14254654       -0.13960455       -0.2942E-02
        3.0000    10   -0.14254654       -0.14158740       -0.9591E-03
        3.0000    15   -0.14254654       -0.14252140       -0.2514E-04
        3.0000    20   -0.14254654       -0.14254670        0.1591E-06
        3.0000    25   -0.14254654       -0.14254652       -0.2335E-07
 
        3.1416     0     0.0000000         0.0000000        0.0000E+00
        3.1416     5     0.0000000        0.14836795E-01   -0.1484E-01
        3.1416    10     0.0000000        0.11725909E-02   -0.1173E-02
        3.1416    15     0.0000000        0.12922696E-04   -0.1292E-04
        3.1416    20     0.0000000       -0.42874447E-06    0.4287E-06
        3.1416    25     0.0000000       -0.11511956E-07    0.1151E-07
 
        4.0000     0     1.1578213         0.0000000        0.1158E+01
        4.0000     5     1.1578213         1.0659150        0.9191E-01
        4.0000    10     1.1578213         1.1575645        0.2568E-03
        4.0000    15     1.1578213         1.1577074        0.1139E-03
        4.0000    20     1.1578213         1.1578190        0.2328E-05
        4.0000    25     1.1578213         1.1578213       -0.4402E-07
 
        5.0000     0    -3.3805150         0.0000000       -0.3381E+01
        5.0000     5    -3.3805150        -3.7061503        0.3256E+00
        5.0000    10    -3.3805150        -3.3642295       -0.1629E-01
        5.0000    15    -3.3805150        -3.3800864       -0.4286E-03
        5.0000    20    -3.3805150        -3.3805367        0.2172E-04
        5.0000    25    -3.3805150        -3.3805152        0.2404E-06
 
TEST007:
  EXP_CORDIC computes the exponential function
  using the CORDIC algorithm.
 
        X          N       Exp(X)          Exp(X)           Difference
                          Tabulated        CORDIC
 
      -10.0000     0    0.45399930E-04    0.45399930E-04   -0.2711E-19
      -10.0000     5    0.45399930E-04    0.45399930E-04   -0.2711E-19
      -10.0000    10    0.45399930E-04    0.45399930E-04   -0.2711E-19
      -10.0000    15    0.45399930E-04    0.45399930E-04   -0.2711E-19
      -10.0000    20    0.45399930E-04    0.45399930E-04   -0.2711E-19
      -10.0000    25    0.45399930E-04    0.45399930E-04   -0.2711E-19
 
       -5.0000     0    0.67379470E-02    0.67379470E-02   -0.2602E-17
       -5.0000     5    0.67379470E-02    0.67379470E-02   -0.2602E-17
       -5.0000    10    0.67379470E-02    0.67379470E-02   -0.2602E-17
       -5.0000    15    0.67379470E-02    0.67379470E-02   -0.2602E-17
       -5.0000    20    0.67379470E-02    0.67379470E-02   -0.2602E-17
       -5.0000    25    0.67379470E-02    0.67379470E-02   -0.2602E-17
 
       -1.0000     0    0.36787944        0.36787944        0.0000E+00
       -1.0000     5    0.36787944        0.36787944        0.0000E+00
       -1.0000    10    0.36787944        0.36787944        0.0000E+00
       -1.0000    15    0.36787944        0.36787944        0.0000E+00
       -1.0000    20    0.36787944        0.36787944        0.0000E+00
       -1.0000    25    0.36787944        0.36787944        0.0000E+00
 
        0.0000     0     1.0000000         1.0000000        0.0000E+00
        0.0000     5     1.0000000         1.0000000        0.0000E+00
        0.0000    10     1.0000000         1.0000000        0.0000E+00
        0.0000    15     1.0000000         1.0000000        0.0000E+00
        0.0000    20     1.0000000         1.0000000        0.0000E+00
        0.0000    25     1.0000000         1.0000000        0.0000E+00
 
        0.1000     0     1.1051709         1.1051708        0.8474E-07
        0.1000     5     1.1051709         1.1051709        0.8749E-13
        0.1000    10     1.1051709         1.1051709       -0.4441E-15
        0.1000    15     1.1051709         1.1051709       -0.8882E-15
        0.1000    20     1.1051709         1.1051709       -0.1110E-14
        0.1000    25     1.1051709         1.1051709       -0.1332E-14
 
        0.2000     0     1.2214028         1.2214000        0.2758E-05
        0.2000     5     1.2214028         1.2214028        0.3075E-11
        0.2000    10     1.2214028         1.2214028       -0.4841E-13
        0.2000    15     1.2214028         1.2214028       -0.4796E-13
        0.2000    20     1.2214028         1.2214028       -0.4774E-13
        0.2000    25     1.2214028         1.2214028       -0.4796E-13
 
        0.3000     0     1.3498588         1.3498375        0.2131E-04
        0.3000     5     1.3498588         1.3498588        0.2566E-10
        0.3000    10     1.3498588         1.3498588       -0.1998E-14
        0.3000    15     1.3498588         1.3498588       -0.1998E-14
        0.3000    20     1.3498588         1.3498588       -0.1776E-14
        0.3000    25     1.3498588         1.3498588       -0.1776E-14
 
        0.4000     0     1.4918247         1.4917333        0.9136E-04
        0.4000     5     1.4918247         1.4918247        0.1189E-09
        0.4000    10     1.4918247         1.4918247       -0.6062E-13
        0.4000    15     1.4918247         1.4918247       -0.5951E-13
        0.4000    20     1.4918247         1.4918247       -0.5929E-13
        0.4000    25     1.4918247         1.4918247       -0.5951E-13
 
        0.5000     0     1.6487213         1.6484375        0.2838E-03
        0.5000     5     1.6487213         1.6487213        0.3989E-09
        0.5000    10     1.6487213         1.6487213       -0.6750E-13
        0.5000    15     1.6487213         1.6487213       -0.6661E-13
        0.5000    20     1.6487213         1.6487213       -0.6661E-13
        0.5000    25     1.6487213         1.6487213       -0.6684E-13
 
        0.6000     0     1.8221188         1.8214000        0.7188E-03
        0.6000     5     1.8221188         1.8221188        0.1441E-12
        0.6000    10     1.8221188         1.8221188       -0.8882E-15
        0.6000    15     1.8221188         1.8221188       -0.1332E-14
        0.6000    20     1.8221188         1.8221188       -0.1110E-14
        0.6000    25     1.8221188         1.8221188       -0.1110E-14
 
        0.7000     0     2.0137527         2.0121708        0.1582E-02
        0.7000     5     2.0137527         2.0137527        0.5070E-11
        0.7000    10     2.0137527         2.0137527       -0.7905E-13
        0.7000    15     2.0137527         2.0137527       -0.7816E-13
        0.7000    20     2.0137527         2.0137527       -0.7816E-13
        0.7000    25     2.0137527         2.0137527       -0.7816E-13
 
        0.8000     0     2.2255409         2.2224000        0.3141E-02
        0.8000     5     2.2255409         2.2255409        0.4231E-10
        0.8000    10     2.2255409         2.2255409       -0.3553E-14
        0.8000    15     2.2255409         2.2255409       -0.3997E-14
        0.8000    20     2.2255409         2.2255409       -0.3553E-14
        0.8000    25     2.2255409         2.2255409       -0.3997E-14
 
        0.9000     0     2.4596031         2.4538375        0.5766E-02
        0.9000     5     2.4596031         2.4596031        0.1960E-09
        0.9000    10     2.4596031         2.4596031       -0.9948E-13
        0.9000    15     2.4596031         2.4596031       -0.9814E-13
        0.9000    20     2.4596031         2.4596031       -0.9770E-13
        0.9000    25     2.4596031         2.4596031       -0.9770E-13
 
        1.0000     0     2.7182818         2.7182818        0.0000E+00
        1.0000     5     2.7182818         2.7182818        0.0000E+00
        1.0000    10     2.7182818         2.7182818        0.0000E+00
        1.0000    15     2.7182818         2.7182818        0.0000E+00
        1.0000    20     2.7182818         2.7182818        0.0000E+00
        1.0000    25     2.7182818         2.7182818        0.0000E+00
 
        2.0000     0     7.3890561         7.3890561        0.8882E-15
        2.0000     5     7.3890561         7.3890561        0.8882E-15
        2.0000    10     7.3890561         7.3890561        0.8882E-15
        2.0000    15     7.3890561         7.3890561        0.8882E-15
        2.0000    20     7.3890561         7.3890561        0.8882E-15
        2.0000    25     7.3890561         7.3890561        0.8882E-15
 
        3.1416     0     23.140693         23.140683        0.9755E-05
        3.1416     5     23.140693         23.140693        0.2392E-09
        3.1416    10     23.140693         23.140693        0.7105E-14
        3.1416    15     23.140693         23.140693        0.1421E-13
        3.1416    20     23.140693         23.140693        0.1421E-13
        3.1416    25     23.140693         23.140693        0.2842E-13
 
        5.0000     0     148.41316         148.41316        0.2842E-13
        5.0000     5     148.41316         148.41316        0.2842E-13
        5.0000    10     148.41316         148.41316        0.2842E-13
        5.0000    15     148.41316         148.41316        0.2842E-13
        5.0000    20     148.41316         148.41316        0.2842E-13
        5.0000    25     148.41316         148.41316        0.2842E-13
 
       10.0000     0     22026.466         22026.466        0.1091E-10
       10.0000     5     22026.466         22026.466        0.1091E-10
       10.0000    10     22026.466         22026.466        0.1091E-10
       10.0000    15     22026.466         22026.466        0.1091E-10
       10.0000    20     22026.466         22026.466        0.1091E-10
       10.0000    25     22026.466         22026.466        0.1091E-10
 
       20.0000     0    0.48516520E+09    0.48516520E+09    0.4768E-06
       20.0000     5    0.48516520E+09    0.48516520E+09    0.4768E-06
       20.0000    10    0.48516520E+09    0.48516520E+09    0.4768E-06
       20.0000    15    0.48516520E+09    0.48516520E+09    0.4768E-06
       20.0000    20    0.48516520E+09    0.48516520E+09    0.4768E-06
       20.0000    25    0.48516520E+09    0.48516520E+09    0.4768E-06
 
TEST008:
  LN_CORDIC computes the natural logarithm function
  using the CORDIC algorithm.
 
          X          N        Ln(X)           Ln(X)           Difference
                          Tabulated        CORDIC
 
    0.100000E-04     0    -11.512925        -11.604088        0.9116E-01
    0.100000E-04     5    -11.512925        -11.512929        0.3129E-05
    0.100000E-04    10    -11.512925        -11.512925        0.2081E-09
    0.100000E-04    15    -11.512925        -11.512925        0.1776E-14
    0.100000E-04    20    -11.512925        -11.512925        0.0000E+00
    0.100000E-04    25    -11.512925        -11.512925        0.0000E+00
 
    0.100000E-01     0    -4.6051702        -4.6496832        0.4451E-01
    0.100000E-01     5    -4.6051702        -4.6051742        0.3970E-05
    0.100000E-01    10    -4.6051702        -4.6051702        0.1331E-10
    0.100000E-01    15    -4.6051702        -4.6051702        0.7105E-14
    0.100000E-01    20    -4.6051702        -4.6051702        0.8882E-15
    0.100000E-01    25    -4.6051702        -4.6051702        0.0000E+00
 
    0.100000         0    -2.3025851        -2.6279061        0.3253E+00
    0.100000         5    -2.3025851        -2.3025856        0.4918E-06
    0.100000        10    -2.3025851        -2.3025851        0.1703E-11
    0.100000        15    -2.3025851        -2.3025851        0.4885E-13
    0.100000        20    -2.3025851        -2.3025851        0.3908E-13
    0.100000        25    -2.3025851        -2.3025851        0.3908E-13
 
    0.200000         0    -1.6094379        -1.6523498        0.4291E-01
    0.200000         5    -1.6094379        -1.6094398        0.1912E-05
    0.200000        10    -1.6094379        -1.6094379        0.3817E-09
    0.200000        15    -1.6094379        -1.6094379        0.5240E-13
    0.200000        20    -1.6094379        -1.6094379        0.4086E-13
    0.200000        25    -1.6094379        -1.6094379        0.4086E-13
 
    0.300000         0    -1.2039728        -1.7323717        0.5284E+00
    0.300000         5    -1.2039728        -1.2039744        0.1635E-05
    0.300000        10    -1.2039728        -1.2039728        0.1109E-11
    0.300000        15    -1.2039728        -1.2039728        0.4174E-13
    0.300000        20    -1.2039728        -1.2039728        0.4174E-13
    0.300000        25    -1.2039728        -1.2039728        0.4174E-13
 
    0.400000         0   -0.91629073       -0.91660754        0.3168E-03
    0.400000         5   -0.91629073       -0.91629560        0.4864E-05
    0.400000        10   -0.91629073       -0.91629073        0.1727E-09
    0.400000        15   -0.91629073       -0.91629073        0.1377E-13
    0.400000        20   -0.91629073       -0.91629073        0.2220E-15
    0.400000        25   -0.91629073       -0.91629073        0.2220E-15
 
    0.500000         0   -0.69314718       -0.71237746        0.1923E-01
    0.500000         5   -0.69314718       -0.69315577        0.8591E-05
    0.500000        10   -0.69314718       -0.69314718        0.4819E-11
    0.500000        15   -0.69314718       -0.69314718        0.5351E-13
    0.500000        20   -0.69314718       -0.69314718        0.4119E-13
    0.500000        25   -0.69314718       -0.69314718        0.4119E-13
 
    0.600000         0   -0.51082562       -0.60335480        0.9253E-01
    0.600000         5   -0.51082562       -0.51082996        0.4341E-05
    0.600000        10   -0.51082562       -0.51082562        0.3565E-09
    0.600000        15   -0.51082562       -0.51082562        0.5551E-15
    0.600000        20   -0.51082562       -0.51082562        0.2220E-15
    0.600000        25   -0.51082562       -0.51082562        0.2220E-15
 
    0.700000         0   -0.35667494       -0.59968165        0.2430E+00
    0.700000         5   -0.35667494       -0.35667807        0.3129E-05
    0.700000        10   -0.35667494       -0.35667494        0.2085E-09
    0.700000        15   -0.35667494       -0.35667494        0.1388E-14
    0.700000        20   -0.35667494       -0.35667494       -0.1665E-15
    0.700000        25   -0.35667494       -0.35667494       -0.5551E-16
 
    0.800000         0   -0.22314355       -0.70604028        0.4829E+00
    0.800000         5   -0.22314355       -0.22315348        0.9927E-05
    0.800000        10   -0.22314355       -0.22314355        0.5863E-10
    0.800000        15   -0.22314355       -0.22314355        0.4047E-13
    0.800000        20   -0.22314355       -0.22314355        0.4047E-13
    0.800000        25   -0.22314355       -0.22314355        0.4047E-13
 
    0.900000         0   -0.10536052       -0.92165316        0.8163E+00
    0.900000         5   -0.10536052       -0.10536437        0.3856E-05
    0.900000        10   -0.10536052       -0.10536052        0.6346E-12
    0.900000        15   -0.10536052       -0.10536052        0.2928E-14
    0.900000        20   -0.10536052       -0.10536052        0.5967E-15
    0.900000        25   -0.10536052       -0.10536052        0.7078E-15
 
     1.00000         0     0.0000000         0.0000000        0.0000E+00
     1.00000         5     0.0000000         0.0000000        0.0000E+00
     1.00000        10     0.0000000         0.0000000        0.0000E+00
     1.00000        15     0.0000000         0.0000000        0.0000E+00
     1.00000        20     0.0000000         0.0000000        0.0000E+00
     1.00000        25     0.0000000         0.0000000        0.0000E+00
 
     2.00000         0    0.69314718        0.37500000        0.3181E+00
     2.00000         5    0.69314718        0.69314709        0.9051E-07
     2.00000        10    0.69314718        0.69314718        0.2235E-09
     2.00000        15    0.69314718        0.69314718       -0.4441E-15
     2.00000        20    0.69314718        0.69314718       -0.3331E-15
     2.00000        25    0.69314718        0.69314718       -0.3331E-15
 
     3.00000         0     1.0986123         1.0980872        0.5251E-03
     3.00000         5     1.0986123         1.0986122        0.5773E-07
     3.00000        10     1.0986123         1.0986123        0.4373E-09
     3.00000        15     1.0986123         1.0986123        0.4441E-15
     3.00000        20     1.0986123         1.0986123        0.0000E+00
     3.00000        25     1.0986123         1.0986123        0.0000E+00
 
     3.14159         0     1.1447299         1.1429969        0.1733E-02
     3.14159         5     1.1447299         1.1447260        0.3910E-05
     3.14159        10     1.1447299         1.1447299        0.3920E-11
     3.14159        15     1.1447299         1.1447299        0.2220E-14
     3.14159        20     1.1447299         1.1447299        0.4441E-15
     3.14159        25     1.1447299         1.1447299        0.4441E-15
 
     5.00000         0     1.6094379         1.4092170        0.2002E+00
     5.00000         5     1.6094379         1.6094360        0.1958E-05
     5.00000        10     1.6094379         1.6094379        0.1241E-12
     5.00000        15     1.6094379         1.6094379       -0.4441E-15
     5.00000        20     1.6094379         1.6094379       -0.4441E-15
     5.00000        25     1.6094379         1.6094379       -0.4441E-15
 
     10.0000         0     2.3025851         2.2842201        0.1836E-01
     10.0000         5     2.3025851         2.3025801        0.4952E-05
     10.0000        10     2.3025851         2.3025851        0.2833E-09
     10.0000        15     2.3025851         2.3025851        0.1332E-14
     10.0000        20     2.3025851         2.3025851        0.1332E-14
     10.0000        25     2.3025851         2.3025851        0.1332E-14
 
     20.0000         0     2.9957323         1.7752498        0.1220E+01
     20.0000         5     2.9957323         2.9957222        0.1007E-04
     20.0000        10     2.9957323         2.9957323        0.1165E-09
     20.0000        15     2.9957323         2.9957323        0.3997E-13
     20.0000        20     2.9957323         2.9957323        0.3952E-13
     20.0000        25     2.9957323         2.9957323        0.3997E-13
 
     100.000         0     4.6051702         4.4099009        0.1953E+00
     100.000         5     4.6051702         4.6051694        0.7526E-06
     100.000        10     4.6051702         4.6051702        0.1560E-09
     100.000        15     4.6051702         4.6051702        0.3997E-13
     100.000        20     4.6051702         4.6051702        0.3997E-13
     100.000        25     4.6051702         4.6051702        0.3997E-13
 
    0.123457E+09     0     18.631402         18.404171        0.2272E+00
    0.123457E+09     5     18.631402         18.631402        0.1320E-06
    0.123457E+09    10     18.631402         18.631402        0.7982E-10
    0.123457E+09    15     18.631402         18.631402        0.7105E-14
    0.123457E+09    20     18.631402         18.631402        0.0000E+00
    0.123457E+09    25     18.631402         18.631402        0.0000E+00
 
TEST009:
  SQRT_CORDIC computes the square root function
  using the CORDIC algorithm.
 
          X          N      Sqrt(X)         Sqrt(X)           Difference
                          Tabulated        CORDIC
 
     0.00000         0     0.0000000         0.0000000        0.0000E+00
     0.00000         5     0.0000000         0.0000000        0.0000E+00
     0.00000        10     0.0000000         0.0000000        0.0000E+00
     0.00000        15     0.0000000         0.0000000        0.0000E+00
     0.00000        20     0.0000000         0.0000000        0.0000E+00
     0.00000        25     0.0000000         0.0000000        0.0000E+00
 
    0.810000E-08     0    0.90000000E-04    0.61035156E-04    0.2896E-04
    0.810000E-08     5    0.90000000E-04    0.89645386E-04    0.3546E-06
    0.810000E-08    10    0.90000000E-04    0.89943409E-04    0.5659E-07
    0.810000E-08    15    0.90000000E-04    0.89999288E-04    0.7121E-09
    0.810000E-08    20    0.90000000E-04    0.89999987E-04    0.1360E-10
    0.810000E-08    25    0.90000000E-04    0.90000000E-04    0.8641E-12
 
    0.900000E-01     0    0.30000000        0.25000000        0.5000E-01
    0.900000E-01     5    0.30000000        0.29687500        0.3125E-02
    0.900000E-01    10    0.30000000        0.29980469        0.1953E-03
    0.900000E-01    15    0.30000000        0.29999542        0.4578E-05
    0.900000E-01    20    0.30000000        0.29999995        0.4768E-07
    0.900000E-01    25    0.30000000        0.30000000        0.2980E-08
 
    0.100000         0    0.31622777        0.25000000        0.6623E-01
    0.100000         5    0.31622777        0.31250000        0.3728E-02
    0.100000        10    0.31622777        0.31616211        0.6566E-04
    0.100000        15    0.31622777        0.31622314        0.4621E-05
    0.100000        20    0.31622777        0.31622767        0.9153E-07
    0.100000        25    0.31622777        0.31622776        0.2126E-08
 
    0.400000         0    0.63245553        0.50000000        0.1325E+00
    0.400000         5    0.63245553        0.62500000        0.7456E-02
    0.400000        10    0.63245553        0.63232422        0.1313E-03
    0.400000        15    0.63245553        0.63244629        0.9243E-05
    0.400000        20    0.63245553        0.63245535        0.1831E-06
    0.400000        25    0.63245553        0.63245553        0.4251E-08
 
     1.00000         0     1.0000000         1.0000000        0.0000E+00
     1.00000         5     1.0000000         1.0000000        0.0000E+00
     1.00000        10     1.0000000         1.0000000        0.0000E+00
     1.00000        15     1.0000000         1.0000000        0.0000E+00
     1.00000        20     1.0000000         1.0000000        0.0000E+00
     1.00000        25     1.0000000         1.0000000        0.0000E+00
 
     2.00000         0     1.4142136         1.0000000        0.4142E+00
     2.00000         5     1.4142136         1.3750000        0.3921E-01
     2.00000        10     1.4142136         1.4140625        0.1511E-03
     2.00000        15     1.4142136         1.4141846        0.2899E-04
     2.00000        20     1.4142136         1.4142132        0.3818E-06
     2.00000        25     1.4142136         1.4142135        0.2420E-07
 
     3.00000         0     1.7320508         1.0000000        0.7321E+00
     3.00000         5     1.7320508         1.6875000        0.4455E-01
     3.00000        10     1.7320508         1.7304688        0.1582E-02
     3.00000        15     1.7320508         1.7319946        0.5618E-04
     3.00000        20     1.7320508         1.7320499        0.8656E-06
     3.00000        25     1.7320508         1.7320508        0.3109E-07
 
     3.14159         0     1.7724539         1.0000000        0.7725E+00
     3.14159         5     1.7724539         1.7500000        0.2245E-01
     3.14159        10     1.7724539         1.7714844        0.9695E-03
     3.14159        15     1.7724539         1.7723999        0.5395E-04
     3.14159        20     1.7724539         1.7724533        0.5428E-06
     3.14159        25     1.7724539         1.7724538        0.6358E-08
 
     19.0000         0     4.3588989         4.0000000        0.3589E+00
     19.0000         5     4.3588989         4.2500000        0.1089E+00
     19.0000        10     4.3588989         4.3515625        0.7336E-02
     19.0000        15     4.3588989         4.3588867        0.1222E-04
     19.0000        20     4.3588989         4.3588943        0.4595E-05
     19.0000        25     4.3588989         4.3588989        0.6544E-07
 
     29.0000         0     5.3851648         4.0000000        0.1385E+01
     29.0000         5     5.3851648         5.2500000        0.1352E+00
     29.0000        10     5.3851648         5.3828125        0.2352E-02
     29.0000        15     5.3851648         5.3850098        0.1550E-03
     29.0000        20     5.3851648         5.3851624        0.2454E-05
     29.0000        25     5.3851648         5.3851647        0.6943E-07
 
     71.0000         0     8.4261498         8.0000000        0.4261E+00
     71.0000         5     8.4261498         8.0000000        0.4261E+00
     71.0000        10     8.4261498         8.4218750        0.4275E-02
     71.0000        15     8.4261498         8.4257813        0.3685E-03
     71.0000        20     8.4261498         8.4261475        0.2312E-05
     71.0000        25     8.4261498         8.4261494        0.4049E-06
 
     97.0000         0     9.8488578         8.0000000        0.1849E+01
     97.0000         5     9.8488578         9.5000000        0.3489E+00
     97.0000        10     9.8488578         9.8437500        0.5108E-02
     97.0000        15     9.8488578         9.8486328        0.2250E-03
     97.0000        20     9.8488578         9.8488464        0.1137E-04
     97.0000        25     9.8488578         9.8488574        0.3990E-06
 
    0.123457E+09     0     11111.111         8192.0000        0.2919E+04
    0.123457E+09     5     11111.111         10752.000        0.3591E+03
    0.123457E+09    10     11111.111         11104.000        0.7111E+01
    0.123457E+09    15     11111.111         11111.000        0.1111E+00
    0.123457E+09    20     11111.111         11111.109        0.1686E-02
    0.123457E+09    25     11111.111         11111.111        0.2207E-03
 
TEST010:
  CBRT_CORDIC computes the cube root function
  using the CORDIC algorithm.
 
          X          N      Cbrt(X)         Cbrt(X)           Difference
                          Tabulated        CORDIC
 
     0.00000         0     0.0000000         0.0000000        0.0000E+00
     0.00000         5     0.0000000         0.0000000        0.0000E+00
     0.00000        10     0.0000000         0.0000000        0.0000E+00
     0.00000        15     0.0000000         0.0000000        0.0000E+00
     0.00000        20     0.0000000         0.0000000        0.0000E+00
     0.00000        25     0.0000000         0.0000000        0.0000E+00
 
   -0.810000E-08     0   -0.20082989E-02   -0.19531250E-02   -0.5517E-04
   -0.810000E-08     5   -0.20082989E-02   -0.19531250E-02   -0.5517E-04
   -0.810000E-08    10   -0.20082989E-02   -0.20065308E-02   -0.1768E-05
   -0.810000E-08    15   -0.20082989E-02   -0.20082593E-02   -0.3956E-07
   -0.810000E-08    20   -0.20082989E-02   -0.20082984E-02   -0.4444E-09
   -0.810000E-08    25   -0.20082989E-02   -0.20082988E-02   -0.3692E-10
 
    0.900000E-01     0    0.44814047        0.25000000        0.1981E+00
    0.900000E-01     5    0.44814047        0.44531250        0.2828E-02
    0.900000E-01    10    0.44814047        0.44799805        0.1424E-03
    0.900000E-01    15    0.44814047        0.44813538        0.5099E-05
    0.900000E-01    20    0.44814047        0.44814038        0.9189E-07
    0.900000E-01    25    0.44814047        0.44814047        0.2482E-08
 
   -0.100000         0   -0.46415888       -0.25000000       -0.2142E+00
   -0.100000         5   -0.46415888       -0.46093750       -0.3221E-02
   -0.100000        10   -0.46415888       -0.46411133       -0.4756E-04
   -0.100000        15   -0.46415888       -0.46415710       -0.1779E-05
   -0.100000        20   -0.46415888       -0.46415877       -0.1099E-06
   -0.100000        25   -0.46415888       -0.46415888       -0.5631E-08
 
    0.400000         0    0.73680630        0.50000000        0.2368E+00
    0.400000         5    0.73680630        0.73437500        0.2431E-02
    0.400000        10    0.73680630        0.73632813        0.4782E-03
    0.400000        15    0.73680630        0.73680115        0.5152E-05
    0.400000        20    0.73680630        0.73680592        0.3839E-06
    0.400000        25    0.73680630        0.73680629        0.1137E-07
 
    -1.00000         0    -1.0000000        -1.0000000        0.0000E+00
    -1.00000         5    -1.0000000        -1.0000000        0.0000E+00
    -1.00000        10    -1.0000000        -1.0000000        0.0000E+00
    -1.00000        15    -1.0000000        -1.0000000        0.0000E+00
    -1.00000        20    -1.0000000        -1.0000000        0.0000E+00
    -1.00000        25    -1.0000000        -1.0000000        0.0000E+00
 
     2.00000         0     1.2599210         1.0000000        0.2599E+00
     2.00000         5     1.2599210         1.2500000        0.9921E-02
     2.00000        10     1.2599210         1.2597656        0.1554E-03
     2.00000        15     1.2599210         1.2598877        0.3335E-04
     2.00000        20     1.2599210         1.2599201        0.9297E-06
     2.00000        25     1.2599210         1.2599210        0.3559E-07
 
    -3.00000         0    -1.4422496        -1.0000000       -0.4422E+00
    -3.00000         5    -1.4422496        -1.4375000       -0.4750E-02
    -3.00000        10    -1.4422496        -1.4414063       -0.8433E-03
    -3.00000        15    -1.4422496        -1.4421997       -0.4986E-04
    -3.00000        20    -1.4422496        -1.4422493       -0.2722E-06
    -3.00000        25    -1.4422496        -1.4422495       -0.3379E-07
 
     3.14159         0     1.4645919         1.0000000        0.4646E+00
     3.14159         5     1.4645919         1.4375000        0.2709E-01
     3.14159        10     1.4645919         1.4628906        0.1701E-02
     3.14159        15     1.4645919         1.4645386        0.5331E-04
     3.14159        20     1.4645919         1.4645901        0.1815E-05
     3.14159        25     1.4645919         1.4645919        0.2679E-07
 
    -19.0000         0    -2.6684016        -2.0000000       -0.6684E+00
    -19.0000         5    -2.6684016        -2.6250000       -0.4340E-01
    -19.0000        10    -2.6684016        -2.6679688       -0.4329E-03
    -19.0000        15    -2.6684016        -2.6683350       -0.6669E-04
    -19.0000        20    -2.6684016        -2.6683998       -0.1838E-05
    -19.0000        25    -2.6684016        -2.6684016       -0.4979E-07
 
     29.0000         0     3.0723168         2.0000000        0.1072E+01
     29.0000         5     3.0723168         3.0000000        0.7232E-01
     29.0000        10     3.0723168         3.0703125        0.2004E-02
     29.0000        15     3.0723168         3.0722656        0.5120E-04
     29.0000        20     3.0723168         3.0723152        0.1610E-05
     29.0000        25     3.0723168         3.0723168        0.5990E-07
 
    -71.0000         0    -4.1408177        -4.0000000       -0.1408E+00
    -71.0000         5    -4.1408177        -4.0000000       -0.1408E+00
    -71.0000        10    -4.1408177        -4.1406250       -0.1927E-03
    -71.0000        15    -4.1408177        -4.1406250       -0.1927E-03
    -71.0000        20    -4.1408177        -4.1408157       -0.2015E-05
    -71.0000        25    -4.1408177        -4.1408176       -0.1072E-06
 
     97.0000         0     4.5947009         4.0000000        0.5947E+00
     97.0000         5     4.5947009         4.5000000        0.9470E-01
     97.0000        10     4.5947009         4.5937500        0.9509E-03
     97.0000        15     4.5947009         4.5944824        0.2185E-03
     97.0000        20     4.5947009         4.5946960        0.4847E-05
     97.0000        25     4.5947009         4.5947008        0.7891E-07
 
   -0.123457E+09     0    -497.93386        -256.00000       -0.2419E+03
   -0.123457E+09     5    -497.93386        -496.00000       -0.1934E+01
   -0.123457E+09    10    -497.93386        -497.50000       -0.4339E+00
   -0.123457E+09    15    -497.93386        -497.92188       -0.1198E-01
   -0.123457E+09    20    -497.93386        -497.93359       -0.2655E-03
   -0.123457E+09    25    -497.93386        -497.93385       -0.6069E-05
 
CORDIC_PRB:
  Normal end of execution.
 
 4 January 2011   4:58:29.728 PM
