 3 July 2007  12:01:10.054 PM                                                   
 
NINT_EXACTNESS_TRI
  FORTRAN90 version
 
  Investigate the polynomial exactness of a quadrature
  rule for the triangle by integrating all monomials 
  of a given degree.
 
  The rule will be adjusted to the unit triangle.
 
NINT_EXACTNESS_TRI: User input:
  Quadrature rule X file = "strang9_x.txt".
  Quadrature rule W file = "strang9_w.txt".
  Quadrature rule R file = "strang9_r.txt".
  Maximum total degree to check =        8
 
  Spatial dimension =        2
  Number of points  =       12
 
          Error          Degree  Exponents
 
        0.0000000000000020    0     0 0
 
        0.0000000000000018    1     1 0
        0.0000000000000018    1     0 1
 
        0.0000000000000031    2     2 0
        0.0000000000000006    2     1 1
        0.0000000000000036    2     0 2
 
        0.0000000000000044    3     3 0
        0.0000000000000009    3     2 1
        0.0000000000000009    3     1 2
        0.0000000000000042    3     0 3
 
        0.0000000000000056    4     4 0
        0.0000000000000020    4     3 1
        0.0000000000000027    4     2 2
        0.0000000000000018    4     1 3
        0.0000000000000051    4     0 4
 
        0.0000000000000062    5     5 0
        0.0000000000000029    5     4 1
        0.0000000000000042    5     3 2
        0.0000000000000044    5     2 3
        0.0000000000000029    5     1 4
        0.0000000000000062    5     0 5
 
        0.0000000000000071    6     6 0
        0.0000000000000036    6     5 1
        0.0000000000000056    6     4 2
        0.0000000000000062    6     3 3
        0.0000000000000053    6     2 4
        0.0000000000000036    6     1 5
        0.0000000000000071    6     0 6
 
        0.0001980391723517    7     7 0
        0.0006931371032005    7     6 1
        0.0008911762755555    7     5 2
        0.0004950979308528    7     4 3
        0.0004950979308528    7     3 4
        0.0008911762755555    7     2 5
        0.0006931371032005    7     1 6
        0.0001980391723517    7     0 7
 
        0.0004393769696085    8     8 0
        0.0007673120166747    8     7 1
        0.0037755571302728    8     6 2
        0.0115367737949248    8     5 3
        0.0164075779889445    8     4 4
        0.0115367737949246    8     3 5
        0.0037755571302728    8     2 6
        0.0007673120166747    8     1 7
        0.0004393769696085    8     0 8
 
 
NINT_EXACTNESS_TRI:
  Normal end of execution.
 
 3 July 2007  12:01:10.062 PM                                                   
