 4 July 2007   7:52:29.334 AM                                                   
 
NINT_EXACTNESS_TET
  FORTRAN90 version
 
  Investigate the polynomial exactness of a quadrature
  rule for a tetrahedron by integrating all monomials 
  of a given degree.
 
  The rule will be adjusted to the unit tetrahedron.
 
NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "ncc4_x.txt".
  Quadrature rule W file = "ncc4_w.txt".
  Quadrature rule R file = "ncc4_r.txt".
  Maximum total degree to check =        5
 
  Spatial dimension =        3
  Number of points  =       35
 
          Error          Degree  Exponents
 
        0.0000000000000003    0     0 0 0
 
        0.0000000000000002    1     1 0 0
        0.0000000000000000    1     0 1 0
        0.0000000000000002    1     0 0 1
 
        0.0000000000000002    2     2 0 0
        0.0000000000000000    2     1 1 0
        0.0000000000000002    2     0 2 0
        0.0000000000000002    2     1 0 1
        0.0000000000000002    2     0 1 1
        0.0000000000000000    2     0 0 2
 
        0.0000000000000000    3     3 0 0
        0.0000000000000003    3     2 1 0
        0.0000000000000003    3     1 2 0
        0.0000000000000000    3     0 3 0
        0.0000000000000001    3     2 0 1
        0.0000000000000002    3     1 1 1
        0.0000000000000001    3     0 2 1
        0.0000000000000003    3     1 0 2
        0.0000000000000003    3     0 1 2
        0.0000000000000002    3     0 0 3
 
        0.0000000000000000    4     4 0 0
        0.0000000000000002    4     3 1 0
        0.0000000000000002    4     2 2 0
        0.0000000000000002    4     1 3 0
        0.0000000000000000    4     0 4 0
        0.0000000000000002    4     3 0 1
        0.0000000000000000    4     2 1 1
        0.0000000000000000    4     1 2 1
        0.0000000000000000    4     0 3 1
        0.0000000000000002    4     2 0 2
        0.0000000000000000    4     1 1 2
        0.0000000000000002    4     0 2 2
        0.0000000000000000    4     1 0 3
        0.0000000000000000    4     0 1 3
        0.0000000000000000    4     0 0 4
 
        0.0624999999999998    5     5 0 0
        0.1041666666666667    5     4 1 0
        0.0416666666666671    5     3 2 0
        0.0416666666666671    5     2 3 0
        0.1041666666666667    5     1 4 0
        0.0624999999999998    5     0 5 0
        0.1041666666666667    5     4 0 1
        0.1666666666666666    5     3 1 1
        0.1250000000000000    5     2 2 1
        0.1666666666666666    5     1 3 1
        0.1041666666666667    5     0 4 1
        0.0416666666666671    5     3 0 2
        0.1250000000000000    5     2 1 2
        0.1250000000000000    5     1 2 2
        0.0416666666666671    5     0 3 2
        0.0416666666666671    5     2 0 3
        0.1666666666666666    5     1 1 3
        0.0416666666666669    5     0 2 3
        0.1041666666666667    5     1 0 4
        0.1041666666666667    5     0 1 4
        0.0624999999999998    5     0 0 5
 
 
NINT_EXACTNESS_TET:
  Normal end of execution.
 
 4 July 2007   7:52:29.346 AM                                                   
